BOS please show me airlines with flights from dallas to nashville stop burbank EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name atis_airline
BOS what ground transportation is available at the toronto airport EOS	O O O O O O B-airport_name I-airport_name atis_ground_service
BOS how much will it cost taking coach from philadelphia to ottawa on june twenty ninth flying us air 311 EOS	O O O O O B-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name I-airline_name B-flight_number atis_airfare
BOS coach fares only weekdays for dallas to tampa EOS	O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS how much is a american airline tampa to nashville daily nonstop flight EOS	O O O B-airline_name I-airline_name B-fromloc.city_name O B-toloc.city_name B-flight_days B-flight_stop O atis_airfare
BOS how many allegiant air flights leave from washington EOS	O B-airline_name I-airline_name O O O B-fromloc.city_name atis_quantity
BOS whatre the lowest one way fares from austin to philly EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the ground transportation at minneapolis EOS	O O O O O B-city_name atis_ground_service
BOS ground transportation minneapolis EOS	O B-city_name atis_ground_service
BOS i need to get downtown from the philly airport EOS	O O O O O O B-fromloc.airport_name I-fromloc.airport_name atis_ground_service
BOS which airlines have connections between memphis and burbank EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS show me tampa ground transport EOS	O B-city_name O O atis_ground_service
BOS is there bronco service available at marlins airport EOS	O B-transport_type O O O B-airport_name I-airport_name atis_ground_service
BOS what is the price of a one way fare from manhattan to denver on air canada EOS	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name atis_airfare
BOS i would like the time of your earliest flight in the morning from denver to washington on us airlines EOS	O O O B-flight_time O O B-flight_mod O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name atis_flight_time
BOS ground transportation in connecticut EOS	O O B-city_name atis_ground_service
BOS what ground transport is available in toronto EOS	O O O O O B-city_name atis_ground_service
BOS please list all airline flights between manhattan and milwaukee EOS	O O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS id like to know what type of plane flies from boston to salt lake city after 530 EOS	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time atis_aircraft
BOS what are the most expensive first class tickets between burbank and san francisco EOS	O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS i want to fly from montreal to st louis on eastern airlines and leave around 5 am tell me what aircraft are used by this flight and tell me the flight number EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O O O O O O O O O atis_aircraft
BOS i need a plane that arrives in kansas city by 6 oclock am on wednesday and leaves from montreal EOS	O O O O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O O O B-fromloc.city_name atis_aircraft
BOS show me the car rentals in cincinnati EOS	O O B-transport_type I-transport_type O B-city_name atis_ground_service
BOS what is the least expensive fare from tacoma to santa monica leaving on apr thirtieth EOS	O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS ground transportation in cincinnati EOS	O O B-city_name atis_ground_service
BOS round trip fares from hartford to ottawa under 2000 dollars EOS	I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount atis_airfare
BOS what airline besides lufthansa flies between appleton and montreal EOS	O B-mod B-airline_name O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS show me the flight schedule from detroit to ny city EOS	O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight_time
BOS what time does twa depart from austin to go to st paul EOS	B-flight_time O B-airline_code O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name atis_flight_time
BOS how many lufthansa flights are there to fort worth EOS	O B-airline_name O O O O B-toloc.city_name I-toloc.city_name atis_quantity
BOS please give me round trip fares from montreal to vancouver EOS	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS how many fares are there one way from burbank to pittsburgh EOS	O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name atis_quantity
BOS what ground transportation is available in san jose EOS	O O O O O B-city_name I-city_name atis_ground_service
BOS show me the cheapest one way tickets from queens to philly EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS how much is a round trip fare from tampa to cleveland EOS	O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the 1st class fare from pittsburgh to la EOS	O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS round trip fares from tampa to austin under 1000 dollars EOS	I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount atis_airfare
BOS present me the airlines that fly from san francisco to boston EOS	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airline
BOS how many 1st class flights does nationair have leaving from all cities today EOS	O B-class_type I-class_type O O B-airline_name O O O O O B-depart_date.today_relative atis_quantity
BOS and ill need ground transportation for tue april sixth to wed april seventh in ny city EOS	O O O O O B-day_name B-month_name B-day_number O B-day_name B-month_name B-day_number O B-city_name I-city_name atis_ground_service
BOS what limo service is in toronto EOS	B-transport_type O O O B-city_name atis_ground_service
BOS show me round trip fares from port land to manhattan nonstop EOS	O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-flight_stop atis_airfare
BOS round trip fares from la to philly under 1000 dollars EOS	I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount atis_airfare
BOS i am looking for the cheapest fare from riverside to boston on august twenty seventh EOS	O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number atis_airfare
BOS list the number of flights leaving ottawa for city of boston before 6 am in the morning EOS	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day atis_quantity
BOS round trip fares from milwaukee to austin under 1000 dollars and la to austin under 2000 dollars EOS	I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount atis_airfare
BOS what is the first class fare from pittsburgh to toronto EOS	O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS train to pittsburgh EOS	O B-city_name atis_ground_service
BOS does spirit aircraft fly dc10 EOS	B-airline_name O O B-aircraft_code atis_aircraft
BOS how many flights are there between new mexico and riverside on jun eighteenth EOS	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number atis_quantity
BOS which airlines serve cincinnati EOS	O O B-city_name atis_airline
BOS ground transportation manhattan EOS	O B-city_name atis_ground_service
BOS show me the aircraft that united airlines uses EOS	O O O O B-airline_name I-airline_name O atis_aircraft
BOS show me round trip fares from baltimore to brooklyn EOS	O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS ground transportation atl to austin EOS	O B-airport_code O B-toloc.city_name atis_ground_service
BOS is there ground transports from the minneapolis airport to the downtown region EOS	O O O O O B-airport_name I-airport_name O O O O atis_ground_service
BOS show me a list of rental car fares at baltimore airport EOS	O O O O B-transport_type I-transport_type O O B-airport_name I-airport_name atis_ground_service
BOS how many flights has midwest into and out of riverside EOS	O O O B-airline_name O O O O B-fromloc.city_name atis_quantity
BOS show me the round trip tickets from newark to stratford EOS	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS please tell me the times of the flights between nashville and memphis EOS	O O O B-flight_time O O O O B-fromloc.city_name O B-toloc.city_name atis_flight_time
BOS show me the fares from memphis to las vegas EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what about a car rental in charlotte EOS	O O B-transport_type I-transport_type O B-city_name atis_ground_service
BOS i need 11 first class tickets from city of boston to san francisco EOS	O O B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS display types of aircraft departing from pittsburgh to montreal before afternoon EOS	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time atis_aircraft
BOS show me round trip fares between fort worth and washington dc EOS	O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code atis_airfare
BOS what is the type of aircraft for eastern flight 21 EOS	O O O O O O B-airline_name O B-flight_number atis_aircraft
BOS how do i get downtown from the ottawa airport EOS	O O O O O O B-fromloc.airport_name I-fromloc.airport_name atis_ground_service
BOS does any airline have a jet flight between pittsburgh and columbus EOS	O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS ground transportation in ottawa EOS	O O B-city_name atis_ground_service
BOS whats the ground transportation like at cleveland EOS	O O O O O B-city_name atis_ground_service
BOS find the cheapest one way fare from memphis to kansas city EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS please list the flight schedule from memphis to san francisco on wed nights EOS	O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day atis_flight_time
BOS show me the one way fares from st paul to ontario nonstop EOS	O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-flight_stop atis_airfare
BOS which airline has the smallest plane leaving houston and arriving in baltimore on feb fourth EOS	O O O B-mod O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number atis_airline
BOS can i get a taxi from fort worth airport to downtown fort worth EOS	O O O B-transport_type O B-fromloc.city_name I-fromloc.city_name O O O B-fromloc.city_name I-fromloc.city_name atis_ground_service
BOS do you have ground transportation between airport and downtown in philly EOS	O O O O O O O O O B-toloc.city_name atis_ground_service
BOS show business class fares on continental airlines from pittsburgh to charlotte EOS	B-class_type I-class_type O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the cost of a flight from seattle to nashville EOS	O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS which airlines fly from milwaukee to washington dc but stopover in some other city EOS	O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O O O atis_airline
BOS do you have the fare for traveling from la airport to la downtown EOS	O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O atis_airfare
BOS ground transportation in pittsburgh EOS	O O B-city_name atis_ground_service
BOS what types of ground transportation are available in riverside EOS	O O O O O O O B-city_name atis_ground_service
BOS hi could i get a one way ticket from memphis to milwaukee EOS	O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the ground transportation from montreal airport to the city proper EOS	O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O atis_ground_service
BOS which airlines fly from bwi to salt lake city EOS	O O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name I-toloc.city_name atis_airline
BOS which airlines go from kansas city to washington by way of newark EOS	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name atis_airline
BOS lowest fare from san jose to st paul EOS	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS how much does it cost to fly one way from queens to washington 1st class EOS	O O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type atis_airfare
BOS what types of aircraft does eastern fly EOS	O O O O B-airline_name O atis_aircraft
BOS i need information for ground transportation philly alabama EOS	O O O O O B-city_name B-state_name atis_ground_service
BOS what first class airplane goes from manhattan to westchester county and stops in riverside in the afternoon on tue EOS	B-class_type I-class_type O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name O O B-depart_time.period_of_day O B-depart_date.day_name atis_aircraft
BOS which airline has the most arrivals in pittsburgh EOS	O O O B-mod O O B-toloc.city_name atis_airline
BOS is there a plane from philadelphia to washington EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_aircraft
BOS what kind of aircraft is used on a flight from cleveland to memphis EOS	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_aircraft
BOS how much does flight ua 297 from dallas to port land cost EOS	O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O atis_airfare
BOS what is the cost of a business class ticket going from boston to austin leaving july first EOS	O O O O O B-class_type I-class_type O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS what limousine service in seattle EOS	B-transport_type O O B-city_name atis_ground_service
BOS what is the cheapest fare from austin to queens on continental EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-airline_name atis_airfare
BOS show me fares from austin to st petersburg EOS	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS can you show me economy class one way fares for flights from bristol to cleveland on dec sixteenth EOS	O O O B-economy I-economy B-round_trip I-round_trip O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS i would like to find the cheapest one way fare from toronto to seattle EOS	O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS tell me about ground transportation between tacoma international and tacoma EOS	O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name atis_ground_service
BOS okay were going from washington to riverside first class ticket id like to know the cost of a first class ticket EOS	O O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type O O O O O O O O O B-class_type I-class_type O atis_airfare
BOS list the fares of us air flights from appleton to tampa EOS	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS is there ground transportation from the atlanta aerodrome to downtown atlanta EOS	O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name atis_ground_service
BOS can i see ground transportation from san jose airport to downtown EOS	O O O O O B-fromloc.city_name I-fromloc.city_name O O O atis_ground_service
BOS what is the cost of a round trip ticket flying from nashville to toronto toronto to montreal leaving jul first EOS	O O O O O B-round_trip I-round_trip O O O B-fromloc.city_name O B-toloc.city_name B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS tell me about ground transportation between the salt lake city airport and downtown dallas EOS	O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name atis_ground_service
BOS what are the first class fares from pittsburgh to manhattan on wednesday EOS	O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name atis_airfare
BOS what are the fares for flights between newark and dfw provided by continental airlines EOS	O O O O O O B-fromloc.city_name O B-toloc.airport_code O O B-airline_name I-airline_name atis_airfare
BOS what type of aircraft leaves from houston to washington dc before 4 am EOS	O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_aircraft
BOS show me ground transportation information for burbank EOS	O O O O O B-city_name atis_ground_service
BOS show me all the one way fares from austin to appleton EOS	O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the lowest fare from ontario to montreal EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS can you tell me what airline flies between memphis and st paul EOS	O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS which airlines have daily flights from houston to philadelphia EOS	O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what ground transport is available in seattle EOS	O O O O O B-city_name atis_ground_service
BOS can you tell me the lowest one way fare from washington to san josé EOS	O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS can you rent a car at stapleton international airport in burbank EOS	O O O B-transport_type O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-fromloc.city_name atis_ground_service
BOS what is the fare from montreal to stratford business class one way EOS	O O O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type B-round_trip I-round_trip atis_airfare
BOS which airlines have flights between appleton and denver EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what type of aircraft flies from hartford to stratford EOS	O O O O O B-fromloc.city_name O B-toloc.city_name atis_aircraft
BOS what is the minimum connection time for memphis intercontinental EOS	O O O O O O B-airport_name I-airport_name atis_flight_time
BOS please show me round trip tickets from ny to philadelphia EOS	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS whats the smallest plane that flies from baltimore to memphis on eight sixteen EOS	O B-mod O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time O atis_aircraft
BOS give me the least expensive 1st class round trip ticket on eastern airlines from montreal to detroit EOS	O O B-cost_relative I-cost_relative B-class_type I-class_type B-round_trip I-round_trip O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS is there ground transportation from the hartford airport to downtown hartford EOS	O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name atis_ground_service
BOS ground transportation in san francisco EOS	O O B-city_name I-city_name atis_ground_service
BOS show me the car rentals in memphis EOS	O O B-transport_type I-transport_type O B-city_name atis_ground_service
BOS fares and flights from ontario to riverside EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS could you tell me if there is ground transportation between the tampa airport and tampa downtown EOS	O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name O atis_ground_service
BOS id like the cheapest one way fare from manhattan to santa monica EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS in bristol is there ground transportation between airport and downtown EOS	B-city_name O O O O O O O O atis_ground_service
BOS show me the coach fares from charlotte to philadelphia EOS	O O B-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the most expensive one way fare from riverside to tacoma on us air EOS	O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name atis_airfare
BOS ground transportation for kansas city EOS	O O B-city_name I-city_name atis_ground_service
BOS show me the cheapest fares from cleveland to st paul leaving on a fri EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_date.day_name atis_airfare
BOS list me the fares from dallas to san francisco EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what kind of plane flies from austin to hartford after morning EOS	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time atis_aircraft
BOS what is ground transportation between the colorado springs airport and the city EOS	O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O atis_ground_service
BOS give me fares from riverside to minneapolis EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS in tacoma id like to rent a car EOS	B-city_name O O O O O B-transport_type atis_ground_service
BOS please show me fares from montreal to san francisco EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS id like a limo in minneapolis on june seventh EOS	O O B-transport_type O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number atis_ground_service
BOS what ground transportation is available in santa monica EOS	O O O O O B-city_name I-city_name atis_ground_service
BOS show me airlines with flights from sanford to boston please EOS	O O O O O B-fromloc.city_name O B-toloc.city_name O atis_airline
BOS what are the cheapest fares for flights from stratford to milwaukee leaving fri after 7 pm EOS	O O B-cost_relative O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_airfare
BOS how much is a flight from washington to montreal EOS	O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the fares from washington to ottawa EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS round trip first class fares salt lake to ontario EOS	I-round_trip B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the airlines between memphis and nashville EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what airplanes does nation use EOS	O O B-airline_name O atis_aircraft
BOS what is americans schedule of afternoon flights to ontario EOS	O B-airline_name B-flight_time O B-depart_time.period_of_day O O B-toloc.city_name atis_flight_time
BOS now id like a schedule for the flights on tue morning from oakland no from dallas fort worth to atlanta EOS	O O O B-flight_time O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_flight_time
BOS please give me fares from charlotte to montreal EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS how much does flight dl 402 from cleveland to manhattan cost EOS	O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O atis_airfare
BOS how many cities are served by lufthansa with first class flights EOS	O O O O O B-airline_name O B-class_type I-class_type O atis_quantity
BOS what ground transportation is there from ny EOS	O O O O O B-city_name atis_ground_service
BOS rental cars in orlando EOS	I-transport_type O B-city_name atis_ground_service
BOS what is the flight schedule of the f28 from riverside to pittsburgh EOS	O O B-flight_time I-flight_time O O B-aircraft_code O B-fromloc.city_name O B-toloc.city_name atis_flight_time
BOS whats the fare from washington to memphis EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS i would like to see the economy fares for ottawa to oakland EOS	O O O O O B-economy O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what ground transportation is available in appleton EOS	O O O O O B-city_name atis_ground_service
BOS i need a first class ticket on eastern airlines from cincinnati to sanford scheduled for aug seventeenth EOS	O O B-class_type I-class_type O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS what is the cost for a one way trip from manhattan to nashville EOS	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS on american airlines give me the flight times from houston to orlando EOS	B-airline_name I-airline_name O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name atis_flight_time
BOS show me about the ground transfer in beantown EOS	O O O O O O B-city_name atis_ground_service
BOS ground transport stratford EOS	O B-city_name atis_ground_service
BOS please show me the cost of flight ua 201 from manhattan to minneapolis and flight ua 343 from manhattan to minneapolis EOS	O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the aircraft that united airlines uses EOS	O O O O B-airline_name I-airline_name O atis_aircraft
BOS which airlines have flights from minneapolis to philly EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS show me prices of flights from pittsburgh to ontario EOS	O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the cheapest fare between newark and queens EOS	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the transportation time from the airport to la EOS	O O O B-time O O O O B-toloc.city_name atis_ground_service
BOS please list the flight times from austin to boston EOS	O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name atis_flight_time
BOS show me the first class fares from baltimore to ottawa EOS	O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS which airlines fly between houston and toronto EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS in toronto i would like information on ground transportation EOS	B-city_name O O O O O O O atis_ground_service
BOS can you tell me what aircraft is used for nationair flight 1222 from kansas city to city of boston EOS	O O O O O O O O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name atis_aircraft
BOS what kinds of planes are used by united airline EOS	O O O O O O B-airline_name I-airline_name atis_aircraft
BOS could you find me the cheapest fare from hartford to st louis EOS	O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS which airline can fly me from houston to orlando to san antonio EOS	O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS whats the lowest round trip fare from oakland to any city EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O O O atis_airfare
BOS what ground transportation can i take into bristol EOS	O O O O O O B-city_name atis_ground_service
BOS what are the lowest one way fares from la to brooklyn EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the cost of a round trip flight from brooklyn to burbank beginning on apr twenty fifth and returning on january sixth EOS	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O B-return_date.month_name B-return_date.day_number atis_airfare
BOS what is the cheapest fare i can get from oakland to charlotte EOS	O O B-cost_relative O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS does any airline have an afternoon flight from philadelphia to charlotte EOS	O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what is the ground transportation in los angeles EOS	O O O O O B-city_name I-city_name atis_ground_service
BOS what is the cost of round trip ticket first class between minneapolis and boston EOS	O O O O B-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS price of flight from appleton to philadelphia EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS does any airline have an early night flight from sanford to la EOS	O O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS show me round trip 1st class tickets from st paul to dallas EOS	O B-round_trip I-round_trip B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airfare
BOS list the airlines that have nonstop night flights from milwaukee to manhattan EOS	O O O O B-flight_stop B-arrive_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what airlines fly from pittsburgh to new york with a stopover in sanford EOS	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name atis_airline
BOS what type of aircraft does midwest fly from houston to tacoma before 11 pm EOS	O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_aircraft
BOS show me the prices of all flights from sanford to washington dc EOS	O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code atis_airfare
BOS what is the airfare between ny and boston EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the cheapest one way fare between orlando and la EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS could you help me with schedule of transports for atlantis and delta to dfw on feb 28th EOS	O O O O B-flight_time O O O B-airline_name O B-airline_name O B-toloc.airport_code O B-depart_date.month_name B-depart_date.day_number atis_flight_time
BOS cheapest fare from orlando to hartford EOS	O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the airlines that fly from stratford to santa monica EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
